Name,stars,Title,Reviews
Cedric T.,,Deux focales fixe à grande ouverture dans un zoom à un prix accessible.,"Acheté comme objectif principal pour mon reflex, il me donne entière satisfaction : bien construit, lumineux, piqué optimisé pour les grandes ouvertures. A part son encombrement par rapport à mon boitier EOS 500D, je suis toujours enchanté des photos obtenues au flash cobra ou à main levée (la stabilisation qui n'est pas présente ne m'a jamais manquée).Vivement le passage à un boitier plus conséquent (7D MkII) afin d'avoir un ensemble mieux équilibré."
渡辺卓真,,買わない方がいいです,安いものではないので思い切って注文しましたが、アマゾンンの箱と中に入っているメーカーの箱がつぶれた状態で送られてきました。アマゾンの箱には割れ物注意等の表示がなく通常の配送用の物でした。高いものであるからこそ安心の出来るところで購入した方が良いです。
Client d'Amazon,,Problème avec la mise au point sur toutes les photos,"Problème avec la mise au point: l'objectif se focalise toujours un devant l'objet souhaitable et non pas sur l'objet, avec ouverture f/1.8 c'est très visible. Je suis déçu car j'ai lu beaucoup de bons articles sur cet objectif, et n'en ai tellement voulu. Mais je le revois car l'objectif qui coûte 740€ et qui a un problème avec la mise au point sur toutes les photos - ce n'est pas pour moi."
Andy,,Geniales Objektiv,"Ich habe wegen dem Preis lange überlegt, wollte mir eigentlich wegen der Lichtstärke eine Festbrennweite zulegen. Mit diesem Objektiv ist man natürlich wesentlich flexibler, eigentlich drei Festbrennweiten in einem Objektiv. Bisher hatte ich an meiner Nikon D5100 immer das Kit-Objektiv Nikkor 18-105, die mangelnde Lichtstärke hat mich immer etwas geärgert. Inzwischen ist das SIGMA mein Immerdrauf, natürlich muss man die geringere Brennweite mit den Füßen ausgleichen. Die Haptik und die Verarbeitung sind hervorragend, speziell bei wenig Licht spielt das Objektiv in einer anderen Liga als das Kit-Objektiv (welches trotzdem in Bezug zum Preis ordentliche Fotos macht). Allerdings empfehle ich das Objektiv nur Fotografen, keinesfalls den Knipsern, welche nur den Automatikmodus ihrer Kamera kennen. Die richtig guten Fotos macht man nur, wenn man die Einstellung der Kamera selbst übernimmt und sich über die Zusammenhänge über Brennweite, Belichtungszahl und ISO im Klaren ist."
fkom,,Irre Qualität,"Hab mich selten so gefreut mit einem neuen Objektiv, Lichtstark mit toller Abbildungsleitung bei konstanter Blende. Einfach klasse! Ich liebe es."
MW-SOFT Computer,,Sigma 18-35 1.8 DC: Eine großartige Linse!,"Nachdem ich schon längere Zeit auf der Suche nach ein oder zwei sehr lichtstarken Festbrennweiten für den Weitwinkelbereich war, bin ich zufällig über Testberichte für dieses einzigartige Objektiv gestoßen. Da soll es also ausgerechnet ein Zoomobjektiv geben, das den ganzen klassischen Weitwinkelbereich und die Normalbrennweite am APSC-Sensor abdeckt, überall die Blende 1.8 zur Verfügung stellt und bei dieser unglaublichen Offenblende auch noch schärfer ist als so manche teure Festbrennweite. Erst als ich alle Testberichte, die im Netz verfügbar waren, studiert hatte und alle zu dem gleichen guten Ergebnis gekommen waren, habe ich mir dieses Glas bestellt.Die Lieferung erfolgte mit der für Amazon gewohnten Präzision und Geschwindigkeit. Alle Papiere waren in Ordnung und das Objektiv augenscheinlich unbenutzt.Die ersten Tests fielen dann allerdings sehr wechselhaft aus. Mein Autofokus mochte mit dem neuen optischen Gerät nicht wirklich klarkommen. Mal war ich begeistert, mal enttäuscht. So etwas kann wirklich frustrieren. Ich habe dann kameraseitig Feinjustage um Feinjustage probiert, aber irgendetwas stimmte nie so ganz. Schließlich habe ich mir das USB-Dock von Sigma dazugekauft, das den Fokus für 4 Brennweiten und je 4 Entfernungen – also 16 Werte - einstellen kann. Das Ermitteln dieser Werte war zugegebenermaßen ein recht großer Aufwand, aber es hat sich gelohnt. Die Werte wurden an diversen Testcharts und Testobjekten probiert und immer weiter optimiert. Am Ende war das Objektiv in allen Brennweiten und bei allen Entfernungen scharf. Und wie scharf! Das zeigten auch die praktischen Aufnahmen im Garten, auf Ausflügen und auf einem Konzert. Allein, dass man bei einer 1:1 Vergrößerung keinen sichtbaren Unterschied zwischen Offenblende und Blende 5,6 (hier ist das Sigma etwa am schärfsten) ausmachen kann, war schon sehr beeindruckend. Das diese Schärfe dann auch noch in den Randbereichen nicht erkennbar abfällt, war einfach ein Erlebnis. Zudem bemerkt man fast keine Vignettierung und auch Verzerrungen halten sich auf hohem Niveau zurück. Die CAs sind ehr durchschnittlich, aber das kann heute jede gute Software wie Lightroom mit einem Klick wegrechnen. Lens Flares soll es wohl lt. Presse bei starkem Gegenlicht geben, aber ich hatte bis jetzt noch keine Probleme damit. Dazu ist es innenfokussierend und der Autofokus ist recht schnell und fast unhörbar. Was will man mehr?Fazit: Das Sigma 18-35 1.8 ist jeden Euro wert und noch mehr! Daher mal 5 SterneEs ist zugegebenermaßen nicht leicht, aber es ersetzt auch 3 Festbrennweiten. Der Preis ist ordentlich, aber auch hier gilt, dass schon zwei Festbrennweiten deutlich teurer wären ohne besser zu sein.Noch ein Wort zum Testen: Das 18-35 1.8 ist so scharf, dass man anfängt, sich an kleinsten Abweichungen zu stoßen, die eigentlich nicht praxisrelevant sind. Auch haben die meisten Linsen keine Offenblende mit 1.8, was dazu führt, dass man natürlich am Sigma 18-35 Fehler sieht, die bei Blenden 3,5 und höher aufgrund der Schärfentiefe gar nicht mehr auffallen können. Und was man nicht sieht, hält man für gut. Zudem macht jeder Autofokus auch mal einen „Fehlschuss“. Meine Canon verlegt bei 5-10% der Bilder den Fokus grundlos in den Nahbereich, egal wohin ich ziele. Das ist aber durchaus normal und fällt nur bei entfernten (> 6m) Motiven und bei weit geöffneten Blenden (<3.5) überhaupt auf. Ich hatte es in zwei Jahren daher gar nicht an meinen andern Objektiven bemerkt. Lichtstarke Objektive mit ihrer naturgemäß geringen Schärfentiefe sind aber unerbittlich und decken auch solche schwächen der Kamera gnadenlos auf. Dieses Verhalten einiger Canon-Modelle ist übrigens auch einem mir bekannten Buchautor und Forenbetreiber für Fotografie (Stefan Groß, [...]) schon aufgefallen, wie er mir in einem Gespräch mitteilte. Auch bei Nikon und anderen sind ähnliche Phänomene bekannt, was diverse Forenbeiträge belegen.Auch noch etwas zum SIGMA USB-DOCK: Es wird im Netzt heiß diskutiert, ob das nun eine gute Sache sei, da jeder sein Objektiv in 16 Messbereichen optimal an seine Kamera angleichen kann, ohne das Ensemble zum Abgleich einschicken zu müssen oder ob Sigma hier einfach schludrig arbeitet und den Kunden das durch Eigenarbeit ausbaden lässt. Ich kann nur für mich entscheiden: In den zwei Tagen des Testens habe ich nicht nur wirklich optimale Werte für meine Kamera/Objektiv Kombination gefunden, ich habe auch das 18-35 sehr gut kennengelernt und kann es jetzt bestimmt besser nutzen. Ich werde gern noch weitere Objektive anschaffen, die diese einzigartige Möglichkeit bieten. Ich hoffe auf eine ähnlich gute Anschlussbrennweite 35-90mm 1.8 von Sigma und natürlich dann mit Bildstabilisator und bitte wieder unter 1000 Euro "
Mattia Bioli,,Non passerò a full frame per questo,"A parer mio. La miglior lente sul mercato, ovvio, è solo per Apsc, ma vi assicuro che dopo che comprerete questa lente farete a meno anche del full frame, unico difetto, è poco lipofila e tutte le vostre impronte rimarranno sul body, basta pulire periodicamente."
luzzi,,とてもよかったです。,おすすです！
Jose Morales,,De los mejores objetivos,"El poder obtener esa luminosidad en todo el rango focal es una maravilla. El precio es algo elevado, pero viendo la competencia es razonable. Algo pesado para llevarlo montado todo el tiempo. Problema es que solo sirve para sensores APSC. Por lo demás muy bien. Amazon cumplir con su compromiso de entrega."
Tobias Herschmann,,Das Art ist echt smart!,Sehr scharf! Sehr schönes Bokeh! Guter Brennweitenbereich zum filmen. Sehr wertig verarbeitet! Mit Abstand mein Lieblingsobjektiv!!! Werde die Linse auch als Videoobjektiv an meiner Panasonic Lumix G9 mit Metabones Speed booster benutzen. Dieses Setup ist dann eine echte Waffe mit diesem Objektiv!
Marcin,,Das beste Objektiv für ASP-C-Kamera.,Ich bin sehr zufrieden. Der objektiv ist super scharf aber für die besten Ergebnisse muss man Live-Ansicht benutzen. F1.8 kompensiert gut fehlende Bildstabilisierung.
Desies Arnaud,,Excellent objectif,"Super choix, qualité d'image et de construction excellentes, on a l'impression d'avoir la qualité d'une focale fixe ! Je ne m'en sépare plus."
christophe,,Le cailloux pour EOS 70D,"Alors, dès que l'on a passé l'étape des micro réglages, cet objectif est une pure merveille ! Il ne quitte plus mon boitier ! Soit, les 35mm, c'est un peu court lorsque l'on est habitué à un 18-50, mais l'on s'y fait très vite, et au vu de la qualité des clichés réalisés avec la ""bête"", on oublie vite les 15mm qu'il nous manque ;-)."
Amazon カスタマー,,キタムラカメラにてレンズクリーニング及びフィルター交換にて新品になりました！！,中古で金額が安かったため不安でしたが、キタムラカメラにてレンズクリーニングとフィルター交換にて新品同様になりました。BMPCC6Kにて使用予定です。とても楽しみです。
AmazonKunde,,Its okay,it is not so sharp on all the ranges as advertised. Probably it needs to be calibrated. But I guess I have to buy the USB thing again :(
Amazon カスタマー,,高級感,重さはそこまで感じなかったが、ピント合わせが難しい。画質の良さは素晴らしい！
Humative,,Stratosferico.,"Nitidezza assoluta. Robusto e ben costruito. Le ghiere sono meravigliose da usare. E' in gran parte in metallo ed è piuttosto pesante, tanto da risultare difficile usarlo con una sola mano, ma è sinonimo di robustezza. APS-C."
riccardo sabbadini,,eccellente,questo obiettivo fornisce una straordinaria luminosità e un'ottima incisione. robusto e molto pesante. ghiere scorrevoli e fluide. unica pecca lo stabilizzatore (per usi video) ma sarebbe chiedere troppo....
Martin Kaiser,,Ein Traum von einem Objektiv!,"Wer auf Verarbeitungsqualität und Abbildungsleistung Wert legt, wird vermutlich (wie ich) die oftmals als Negativpunkt ausgelegte Größe und das Gewicht schätzen: an Wertigkeit kaum zu übertreffen, kommt ein Stapel von Prime-Linsen um 18, 24 und 35mm wohl auf das gleiche Gewicht - nur, dass das Objektiv ALLE Brennweiten DAZWISCHEN auch abdeckt!Sollte der Autofokus einmal nicht zu 100 % treffen, so lässt sich das recht einfach mittels des USB-Docks korrigieren.Macht wirklich Spaß damit zu arbeiten!"
jpz,,sigma,Rien à signaler livraison dans les normes et produit de bonne qualité extrement lumineux surtout si vous utilisé un speedbooster cequi augment sa luminosité par exemple sur le sigma 18-35 vous passez de 1.8 à 1en ouverture
David G.,,Gran objetivo pero...,Excelente objetivo pero el mio vino con un grave problema de front Focus. No corregible con el dock.Algo grande y pesado pero muy nítido en cualquier abertura y focal.
Cryoxy,,Objectif performant si un calibrage précis est réalisé sur le boitier propriétaire,"Dés l'objectif reçu, je le monte sur mon boitier EOS 70D , l'autofocus placé sur le collimateur central et je prends une photo à 9, 10m d'une fresque ayant beaucoup de détails . Je grossis à la loupe numérique du boitier , plein centre , la photo prise et là ... ouh les détails sont tous flous .. Ah , alors , je reprends une photo bien posé , idem . Ouh aille aille , le super objo Sigma pour APS-C f/1,8 meilleur du monde en piqué, se révèle avec un problème . Je remets mon Canon EF 17 - 40 f4 L pour comparaison et là, la loupe à fond, des détails hyper précis et pas de flou sur la photo . Panique à bord , stress ... ! l'objo est raid .Après recherche et un peu de lecture sur le back et le front focus, ""c'est quoi ce truc sur un objo neuf de ce prix plutôt élevé !"" , je m'aperçois qu'il faut ajuster la bête . J'utilise le fn13 d'ajustement focus de mon boitier pour chercher le micro ajustement parfait en moins ou en plus et là , sur le coup bien puis à une autre focal la photo est encore toute flou avec vérif en grossissement à la loupe. J'ai de quoi vérifier la puissance du piqué en suivant les tests références des barres graphs en copie ci dessous de Photozone, Photodo .Apres lecture toujours , je dois acheter le dock Usb pour faire la liaison avec le soft sigma et l'objo . Installation sur le PCLiaison , connexion et je tombe sur une feuille à 16 valeurs qu'il faut renseigner car tout est à Zéro dans la grille.j'adapte à chaque valeurs de focal et de distance, la correction que j'ai apporté dans mon boitier pour être bien net au collimateur central. Mais je ne suis pas satisfait car cela n'est pas reproductible .J'appelle le service après-vente Sigma France , un technicien super sympa et très patient , c'est rare , merci encore . me renseigne . Si dans l'éventualité que je n'aboutirai pas en final à quelque chose de correct/parfait , il me dit qu'il faut leur envoyer l'objo et mon boitier , cette prestation est gratuite entrant sous garantie car maintenant l'ensemble est un ""couple"" appairé.. . Ah , je ne suis pas chaud pour envoyer mon boitier par courrier , même pendant plus ou moins une semaine . Apres plusieurs conseils à suivre , je reprends mes réglages , je recontrôle les valeurs de la grille.Je change mon mode opératoire , car en mode live view et zoom X 5 ou X 10 en fonction de la distance, les photos sont toujours nickels et super nettes , donc cela vient de l'autofocus interne avec le systeme collimateur .Je me procure des mires de différentes tailles selon la distance pour obtenir une détection au contraste ( et ceci est très important) sans faille à 0 mm du sujet et bien perpendiculaire , une régle à 45 ° pour détecter/apprécier la zone de netteté avant et apres le zéro . . le pied pour ne pas avoir de flou de bouger , le déclencheur également. A chaque prise de vue je tourne la bague de mise au point pour que le moteur de l' AF fasse son boulot et pas le fainéant, je prends aussi 2 à 3 photos du même réglage à f/1,8 pour être sur de ne pas avoir un flou de bougé ou autre .Utilisation des mires à 25X de la Focale et 50X de la focale. Apres çà , c'est à dire une trentaines de modifs téléchargées dans l'objo , j'obtiens une netteté très correcte , voire superbe .En conclusion pour moi il a fallu de très gros décalage +18 aux extrémités de la focale +19 et une méthode de détection AF imparable . Photo des réglages en copie ici , j'en suis à la version 22.8 .... ! C'est peu dire et pas moins de 500 photos prises pour le réglage et l'affinage .Il me reste à finaliser selon l'ouverture f1,8 , 2,8 , 4 .. etc .. car cela se décale un peu de la zone de focus , de l'ordre de l'unité .Pour faire l'infini, plus délicat j'ai réglé à 3 m, puis à 10 m , puis contrôlé au loin en prenant les tuiles d'un toit , affinage à f/2.8 , f4 , f5.6 , c'est plutôt bien , je fige les valeurs sur le tableau colonne infini .Une étoile de moins pour cette galère , de plus, je ne peux pas prêter cet objo car il est appairé a mon boitier maintenant ( probabilité impossible d'avoir le même décalage). Je vérifierais si il va bien sur celui de ma fille un EOS 700 D . Sinon c'est ultra piqué, précision terrible bien plus que mon EF 17 - 40 mm f4 L .Soit disant que dans le futur les nouveaux objo seront comme çà .... ! pour être super encore plus fort. J'espère qu'ils feront qq chose de plus facile pour le calibrage d'un objectif neuf.Par contre nouvelle découverte , je n'ai quasiment plus besoin de mon flash , c'est donc pas mal cette ouverture f1,8"
G. Hencke,,Das Warten hat sich gelohnt!,"Gleich vorbestellt und seit vorgestern mein Eigen. Das Sigma 18-35 F1.8 DC HSM für Nikon.Sofort ausgepackt und gleich ist mir das ordentliche Gewicht und die tadellose Verarbeitung ins Auge gefallen. Etwas, dass Sigma vorher nicht so gut gemacht hat. Hier: Hut ab! Nichts knarzt, hochwertig verarbeitet, Zoom und MF-Ring laufen sauber und weich. Zwar ist die Linse nicht wirklich leicht, aber hält sich an meiner D7000 gut und sicher in der Hand. Man hat das Gefühl, einen Panzer vorne dran zu haben :)Bildqualität: Erste Tour nach draußen und das positive Gefühl setzt sich fort. Bereits bei Offenblende sind die Ergebnisse 1A, abgeblendet von großer Schärfe und Detailreichtum über den gesamten Brennweitenbereich. Die Farben sind kräftig authentisch. Der Fokus ist flüsterleise und trifft relativ ordentlich. Mir ist kein Front- oder Backfokus aufgefallen. Die mitgelieferte Sonnenblende tut was sie soll. Ich habe den Eindruck, trotz des hohen Gewichtes mein immerdrauf gefunden zu haben.Chapeau Sigma!"
Horst,,"Skeptisch wegen Fokus, jedoch restlos begeistert!","Hallo,das ist wohl meine erste Rezension die ich auf Amazon schreibe aber ich möchte meine Eindrücke gerne teilen.Ich hab lang mit mir gerungen ob ich dieses teure objektiv kaufe. Ich war skeptisch wegen der vielen Fokusprobleme die hier genannt wurden und auch anders wo. Da aber auch sehr viele von dem objektiv schwärmen habe ich mich getraut es zu bestellen. Und ich bin restlos begeistert. Es fühlt sich und sieht absolut hochwertig verarbeitet aus. Die Ringe drehen sich super smooth mit angenehmen widerstand aber nicht zu schwer. Die Gegenlichtblende rastet perfekt ein und sieht ebenfalls hochwertig aus.Dann direkt nach draußen und die ersten testfotos und Nahaufnahmen. Die große Spannung ob der Fokus sitzt. Dann die Erleichterung - sehr treffsicher und meiner Meinung nach da wo er hin sollte. Die Aufnahmen sahen bereits auf dem Kameradisplay wesentlich besser (schärfer, tolle Farben usw) aus als mit meinen anderen objektiven. Die Schärfe ist durchaus auf Niveau meiner 50 mm Festbrennweite 1.8 von Canon. Beim direkten Vergleich am pc in der Vergrößerung zum Kitobjektiv fällt direkt die bessere Qualität auf. Lediglich meine 17 Megapixel der Kamera beschränken die bildqualität beim reinzoomen.Bildstabilisator hat es nicht aber vermisse ich auch nicht. Wer kein Hampelmann ist und sich auch mal Zeit für ein gutes Foto nimmt wird ihn nicht vermissen. Ebenso finde ich das Gewicht nicht störend. Klar es wiegt einiges aber ich fühlte mich direkt mit wohl. Nutze tue ich es an einer Canon 1300D.Der Brennweitenbereich ist für mich ausreichend. 18-35 mm reicht aus und alternativ habe ich noch das Canon 50 mm dabei sowie ein 70-200 mm. Die paar MM die nun nicht abgedeckt sind fallen nicht negativ auf.Offenblende 1.8 bei 18 mm! Ein Traum und dazu eine gute naheinstellgrenze. Selbst Landschaften lassen sich freistellen. Ungewöhnlich aber hat was. Auf 35 mm ist das Bokeh super schön und eignet sich finde ich sehr gut für portaits als Alternative zum 50 mm.Ich finde aber es ist ein objektiv für Fortgeschrittene und nicht für Schnappschussmacher. Der Schärfebereich bei offenblende ist sehr gering! Vielleicht sind die fehlen Fokusprobleme auch zum Teil Benutzerfehler. Leichtes Bildausschnitt korrigieren nach fokussieren kann schon zum verrutschen des Schärfebereichs führen. Man muss sauber arbeiten und sich auch mal Zeit nehmen für Fotos dann hat man auch wenig Ausschuss. Übrigends habe ich mit jedem objektiv Ausschuss was auch normal ist! Daher nicht direkt aufs objektiv schieben sondern Vlt auch mal sich selbst hinterfragen.Super ist auch dass man bei bedarf am schärfering manuell im AF eingreifen kann falls der Fokus bei schlechten Licht doch mal nicht so perfekt sitzt.Alles im allen bereue ich den Kauf nicht und hab aktuell auch nicht den Bedarf das objektiv justieren zu müssen.Von mir klare kaufempfehlung. Anbei noch zwei Fotos gestern bei Nacht. Eines mit Stativ und eines Freihand."
Juan Jose Alvarez Martinez,,No enfoca bien,"'Me pasa lo mismo que a Paulo: el objetivo enfoca perfecto, siempre que uses la pantalla (live view). Enfocando por el visor, tanto en modo de autoenfoque One Shoot como en AI Servo, no enfoca bien casi nunca, y en mi caso haciendo tests (fotografías siempre a la misma distancia contra unos textos con buen contraste), puedo comprobar que sucede en todas las aperturas. Lo peor es que es inconsistente, a veces desenfoca un poco, a veces mucho, y a veces (raras) enfoca bien. Se puede ver enfocando por el visor y viendo el valor del medidos de distancia de enfoque: cada vez que enfocas es distinto. Por lo que no creo que se pueda arreglar con correcciones de la cámara (que en mi caso no tiene) ni con el dock de Sigma (que no me apetece comprar para arreglar un objetivo tan caro).Por lo que he leído en internet, es un problema muy común con éste objetivo.De momento como estoy en los primeros 30 días voy a pedir un reemplazo por otro igual a Amazon, después si vuelve a suceder tendré que contactar con el servicio técnico a ver si se puede calibrar (pero sólo tienen en en Barcelona y yo en Madrid, por lo que imagino que tendré que hacer un envío) o reemplazarlo por otro objetivo como el Canon 17-55 2.8.PS: si el nuevo objetivo que me mande Amazon o el servicio técnico solucionan el problema actualizaré la puntuación."
HV,,Top!,"Das Sigma ist super, die Bilder wirken klar und von astreiner Qualität. Endlich lassen sich auch im halbdunklen gute Aufnahmen machen."
Eugene,,Great lens for portraits,Lens was great deal bought it second hand
Mr. CC,,Rucksack voller Primes,"Ich nutze dieses Objektiv an einer Nikon D5300. Dank dieses Objektiv bekomme ich 18 Mpix aus der Kamera raus (laut dxomark). Die Schärfe ist besser als die meisten Festbrennweiten dafür ist es auch Schwer wie zwei Festbrennweiten. Es verzeichnet kaum, ist schärft in den ecken ab Blende 1.8 und 18mm, Vignettierung gibt es kaum.Das Stück Glas ist mein immer drauf geworden. Ich fotografiere damit Landschafen und Menschen. Ja man kann damit auch gut Portraits im Querformat mach mit ein bisschen crop. 18 Mpix ist eh zu viel Schärfe für Portraits.Das Objektiv ist so lang, dass man beim internen Blitz einen Schatten wirft. Man muss also Externe Blitz benutzen. Aber mit Blende 1.8 brauch man kaum ein Blitz.Die Nahdistanz ist mit 28 cm sehr klein(für groß macro, Produktfotografie). Mit der Blende von 1.8 bekommt man ein unglaubliches Bokeh hin. Es ist das Schönste Bokeh was ist jetzt gesehen habe. Butter weich! Vergleichbar mit Zeiss Objektive.Solche Objektive mach Vollformat Kameras ""fast"" überflüssig. Also Daumen hoch von mir!"
Rolf Nußbaum,,Endlich mein Traumobjektiv,"Auf dieses Objektiv habe ich schon 25 Jahre gewartet,da ich kein Freund von Festbrennweiten bin.Ich hatte mir zwar geschworen trotz meiner schlechten Erfahrungen,nie wieder ein Sigma-Objektiv und nur noch Original-Objektive zu verwenden,aber aufgrund der sehr guten Tests und des deutlich gesunkenen Preises,habe ich mir dieses Objektiv zugelegt.Und ich muß sagen: Hut ab, Firma Sigma ! Schon der erste Eindruck beim Anfassen ist überaus positiv und erinnert mich an Canon's L-Objektive. Doch dann die ersten Bilder mit Blende 1,8 : Überaus scharf und kontrastreich über alle Brennweiten hinaus. Endlich ein Objektiv bei der die grösste Öffnung voll nutzbar ist. Auch konnte ich weder bei meiner EOS 40D, noch an der EOS 650D einen Front-bzw Backfocus entdecken.Da ich die meisten Bilder bei ISO 100/200 mache und ich die Lichtstärke jetzt voll nutzen kann,ist das ohnehin fast nicht vorhandene Rauschen kein Thema mehr.Auch bei ISO 400/800 und bei sehr schlechten Lichtverhältnissen ist das wenige Rauschen mit einer guten Bildbearbeitung (Lightroom 5) gleich beseitigt.Alles in allem ist es eine große Freude mit diesem Sigma-Objektiv zu fotografieren und ich konnte bis jetzt keinen Schwachpunkt entdecken."
Client d'Amazon,,Problème de font focus,"Objectif de qualité en terme de fabrication.Piqué superbe quand vous arrivez à prendre une photo correcte...Effectivement problème de front focus, j'ai donc retourné le boitier et l'objectif chez sigma pour réglage.Au retour même déconvenue...J'étais déjà un peu désabusé de devoir renvoyer un objectif à ce prix, et je le suis encore plus...Je vais l'échanger pour reprendre une focale fixe Canon."
TOBIS.CAMERA,,Wahnsinns Objektiv,Was für ein Objektiv kann ich nur sagenVon der Lieferung über die Verarbeitung bishin zu Bild Qualität einfach ein super ProduktAuch der Lieferumfang ist super und beinhaltet alles was man zum fotografieren mit diesem Objektiv braucht
Leo A.,,obiettivo fantastico,"Molto luminoso, perfetto per quasi tutte le riprese.Consigliato a chi si trova in dubbio sull'acquisto di un obiettivo fisso da 35mm, oppure 50mm"
Cliente Amazon,,Da avere!,"La qualità delle immagini è ottima,così come la nitidezza,poi l'apertura ad f1/1.8 è magnifica,interessante anche il bokeh,nonostante per me qui perda qualcosina rispetto agli equivalenti fissi,ma sono quisquilie...Estremamente consigliato!"
William,,Five Stars,Very nice lens
櫨木 弘昭,,良いレンズです。,とても明るくてぼけるいいレンズだと思います。
zexel33,,"重い,重い,重い",はい！重いｘ１００！
Bruguens,,Excelente,"Very good lens, great aperture and awesome sharpness. The autofocus works fast . Zoom and focus ring with amazing build quality. Easily manageable - very smooth."
